archivo,metodo,paginas,chars,marcas_juridicas,estado,detalle,segundos
11001_3103_025_2001_00457_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_213319_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
11001_3103_035_2004_00428_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_228016_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
13430_3103_002_2004_00359_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_227857_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
11001_3103_026_2000_04366_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_227862_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
20001_3103_003_1998_00238_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_227809_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
19001_3103_003_2000_00183_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_227839_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
20001_3103_003_2007_00100_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_su_227888_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
240689_número_de_proceso_7600131030092006_00094_01_clase_de_actuación_recurso_de_casación_tipo_de_pr_18_12_2012_ponente_.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
23001_3103_003_2002_00040_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_213325_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
245864_número_de_proceso_1100131030322009_00392_01_clase_de_actuación_recurso_de_casación_tipo_de_pr_21_10_2013_ponente_.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
245227_número_de_proceso_11001_3103_027_1998_37459_01_clase_de_actuación_recurso_de_casación_tipo_de_13_09_2013_ponente_.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
25269_3103_002_2005_00199_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_228058_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
41001_3103_002_2002_00329_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_228339_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
54001_3103_004_2004_00206_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_227784_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
73268_3103_002_2000_00121_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_227840_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
6800131030032005_00277_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fecha_227893_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
7326831030022004_00097_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fecha_228331_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
ac1605_2017_clase_de_actuación_conflicto_de_competencia_tipo_de_providencia_auto_fecha_15_03_2017_po_535233_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
ac481_2016_clase_de_actuación_recurso_de_casación_tipo_de_providencia_auto_fecha_04_02_2016_ponente__469896_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
ac5941_2014_clase_de_actuación_recurso_de_casación_tipo_de_providencia_auto_fecha_29_09_2014_ponente_311313_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
ac2828_2020_clase_de_actuación_recurso_de_casación_tipo_de_providencia_auto_fecha_26_10_2020_ponente_712503_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
ac6657_2014_clase_de_actuación_recurso_de_casación_tipo_de_providencia_auto_fecha_29_10_2014_ponente_309591_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc006_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_25_01_2021_pon_719959_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
s_037_de_1988_tipo_de_providencia_sentencia_fecha_17_02_1988_ponente_josé_alejandro_bonivento_fernan_424324_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc007_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_sentencia_sustitutiv_719961_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc005_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_18_01_2021_pon_720197_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.7
sc001_2021_clase_de_actuación_recurso_de_revisión_tipo_de_providencia_sentencia_fecha_18_01_2021_pon_719843_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.7
sc10152_2016_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_26_07_2016_p_492466_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc038_2015_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_02_02_2015_pon_356560_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.7
sc10261_2014_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_04_08_2014_p_272373_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc10297_2014_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_05_08_2014_p_273543_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc10326_2014_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_05_08_2014_p_272590_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc1066_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_05_04_2021_po_726587_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc1182_2016_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_08_02_2016_po_469742_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc11003_2014_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_20_08_2014_p_282460_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.8
sc11197_2015_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_25_08_2015_p_429016_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.8
sc12076_2014_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_08_09_2014_p_289273_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.8
sc12994_2016_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_15_09_2016_p_505705_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc12018_2015_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_09_09_2015_p_432604_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.8
sc12323_2015_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_11_09_2015_p_432707_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.8
sc15339_2017_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_28_09_2017_p_556621_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc12112_2014_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_08_09_2014_p_289241_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,1.0
sc16690_2016_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_sustitutiva_fecha__517513_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc1589_2020_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_10_08_2020_po_702117_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc1731_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_19_05_2021_po_730776_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc17175_2014_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_16_12_2014_p_332849_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.7
sc1832_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_19_05_2021_po_730777_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc1806_2015_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_24_02_2015_po_364208_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.6
sc2130_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_02_06_2021_po_732270_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc1807_2015_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_24_02_2015_po_364060_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.8
sc2215_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_09_06_2021_po_732920_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc2218_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_09_06_2021_po_732762_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc1947_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_26_05_2021_po_731772_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.9
sc2217_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_09_06_2021_po_732761_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.6
sc2221_2020_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_13_07_2020_po_699010_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.6
sc2354_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_16_06_2021_po_733461_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc2412_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_17_06_2021_po_734283_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.6
sc2411_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_17_06_2021_po_734282_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.7
sc2498_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_23_06_2021_po_734785_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc2500_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_23_06_2021_po_734803_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc2501_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_23_06_2021_po_734809_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc2503_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_23_06_2021_po_734810_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc2415_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_17_06_2021_po_734284_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.7
sc2749_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_07_07_2021_po_736094_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc2769_2020_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_31_08_2020_po_702224_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc279_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_15_02_2021_pon_721541_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc299_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_15_02_2021_pon_721540_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc2929_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_14_07_2021_po_736861_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.6
sc3148_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_28_07_2021_po_738755_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc3149_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_28_07_2021_po_738758_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc3251_2020_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_07_09_2020_po_706880_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc3253_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_04_08_2021_po_739481_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc3365_2020_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_21_09_2020_po_708336_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc3367_2020_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_21_09_2020_po_708338_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc3632_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_25_08_2021_po_741676_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc3604_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_25_08_2021_po_741665_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.7
sc3598_2020_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_sentencia_sustituti_709927_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.7
sc3644_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_25_08_2021_po_741668_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc3712_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_25_08_2021_po_741958_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc3631_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_25_08_2021_po_741667_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.8
sc3864_2015_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_07_04_2015_po_393446_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc451_2017_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_26_01_2017_pon_525744_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc4204_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_22_09_2021_po_745206_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc4649_2020_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_26_11_2020_po_716978_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc4232_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_23_09_2021_po_745418_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc4904_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_04_11_2021_po_749839_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc5141_2020_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_16_12_2020_po_717717_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.6
sc5251_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_26_11_2021_po_751930_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc5142_2020_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_16_12_2020_po_717718_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.6
sc5252_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_26_11_2021_po_751931_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc563_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_01_03_2021_pon_723413_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc8210_2016_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_21_06_2016_po_487984_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
sc6709_2015_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_28_05_2015_po_402382_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.7
sc9121_2014_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_14_07_2014_po_264037_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc9493_2014_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_18_07_2014_po_266559_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
sc8225_2016_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_22_06_2016_po_488073_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.4
1100131030022001_01451_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fecha_228005_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,3.8
05045_3103_001_2007_00062_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_227805_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,3.8
05001_3103_005_2000_00229_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_228015_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,3.8
05001_31_03_014_2003_00412_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_f_213331_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,3.8
080013103004_2002_00297_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fech_227849_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,3.8
1100131030142001_01489_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fecha_228329_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,3.8
05001_3103_016_2002_00007_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_227854_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,3.8
11001_0203_000_2007_01235_00_clase_de_actuación_exequatur_tipo_de_providencia_sentencia_fecha_14_10__227892_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
11001_0203_000_2001_00223_00_clase_de_actuación_exequatur_tipo_de_providencia_sentencia_fecha_01_12__228048_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
11001_0203_000_2009_00068_00_clase_de_actuación_recurso_de_revision_tipo_de_providencia_sentencia_fe_213330_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
11001_0203_000_2011_00008_00_clase_de_actuación_exequatur_tipo_de_providencia_sentencia_fecha_09_11__228004_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
11001_0203_000_2011_00234_00_clase_de_actuación_exequatur_tipo_de_providencia_sentencia_fecha_24_10__227899_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
11001_0203_000_2010_00211_00_clase_de_actuación_exequatur_tipo_de_providencia_sentencia_fecha_09_11__228006_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
11001_0203_000_2010_01111_00_clase_de_actuación_exequatur_tipo_de_providencia_sentencia_fecha_23_11__228009_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.6
11001_02_03_000_2006_01989_00_clase_de_actuación_exequatur_tipo_de_providencia_sentencia_fecha_25_02_213328_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
11001_02_03_000_2008_00595_00_clase_de_actuación_exequatur_tipo_de_providencia_sentencia_fecha_24_02_211534_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
11001_3103_005_2000_01474_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_228333_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
11001_3103_001_1985_00134_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_227783_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
11001_3103_010_2000_00155_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_227806_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
11001_3103_012_1999_01957_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_227858_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
11001_3103_018_1999_00533_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_su_228007_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
11001_3103_025_2001_00457_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_213319_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
13430_3103_002_2004_00359_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_227857_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.6
19001_3103_003_2000_00183_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_227839_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
11001_3103_035_2004_00428_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_228016_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.6
11001_3103_026_2000_04366_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_227862_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.6
20001_3103_003_2007_00100_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_su_227888_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
20001_3103_003_1998_00238_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_227809_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.5
23001_3103_003_2002_00040_01_clase_de_actuación_recurso_de_casacion_tipo_de_providencia_sentencia_fe_213325_número_de_pr.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.6
245864_número_de_proceso_1100131030322009_00392_01_clase_de_actuación_recurso_de_casación_tipo_de_pr_21_10_2013_ponente_.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.6
240689_número_de_proceso_7600131030092006_00094_01_clase_de_actuación_recurso_de_casación_tipo_de_pr_18_12_2012_ponente_.pdf,,0,0,0,ERROR,tesseract is not installed or it's not in your PATH. See README file for more information.,0.6
